respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.21594816,0.021906316
26708,0.071801186,0.019887298
26709,0.09856734,0.8890126
26710,0.73350936,0.8815948
26711,0.17925268,0.26308537
26712,0.81073636,0.9902909
26713,0.18474665,0.57730347
26714,0.056954175,0.1621843
26715,0.0141071975,0.07811347
26716,0.31711724,0.8680903
26717,0.0050596,0.28236812
26718,0.28142625,0.20050287
26719,0.024515301,0.9673686
26720,0.026115924,0.23261887
26721,0.46674207,0.5337768
26722,0.01636231,0.002531767
26723,0.5685263,0.9605591
26724,0.028858244,0.5571475
26725,0.007894576,0.0373542
26726,0.026271313,0.0014379323
26727,0.20837206,0.93130124
26728,0.15613446,0.6323303
26729,0.06184894,0.9177354
26730,0.028808266,0.07459301
26731,0.5227779,0.27492708
26732,0.44395328,0.06755638
26733,0.9750041,0.96828437
26734,0.6433879,0.064417124
26735,0.14062464,0.28353775
26736,0.033055514,0.05702269
26737,0.03289041,0.040416896
26738,0.6451625,0.9712406
26739,0.07263744,0.16170782
26740,0.059967965,0.03567812
26741,0.023834378,0.8414686
26742,0.025353134,0.43983838
26743,0.045154005,0.5329669
26744,0.03316748,0.6687193
26745,0.029651105,0.6394633
26746,0.18708405,0.56810653
26747,0.042508334,0.04116687
26748,0.18313771,0.04065886
26749,0.08402684,0.70053977
26750,0.25980362,0.73420215
26751,0.5615951,0.9325756
26752,0.032910913,0.026971877
26753,0.17399344,0.6296221
26754,0.046742797,0.7037231
26755,0.036268115,0.58568394
26756,0.0006554723,0.0013108552
26757,0.027240604,0.7183951
26758,0.71304846,0.7147398
26759,0.012149304,0.040032655
26760,0.05167967,0.02505368
26761,0.2970593,0.8843714
26762,0.15444875,0.76249266
26763,0.9307167,0.90362537
26764,0.9884138,0.99736995
26765,0.0053669214,0.96783006
26766,0.06902221,0.28006357
26767,0.7490891,0.4784516
26768,0.01453352,0.26637188
26769,0.14490315,0.13141134
26770,0.014691532,0.77612686
26771,0.015012413,0.09100023
26772,0.04510048,0.4051363
26773,0.0035334527,0.11722645
26774,0.002415061,0.13154906
26775,0.010086566,0.57597333
26776,0.052760035,0.059310436
26777,0.016697675,0.82902783
26778,0.005016297,0.004844308
26779,0.15322676,0.58344525
26780,0.0064401925,0.926058
26781,0.033133686,0.09978837
26782,0.05085796,0.44099045
26783,0.027593613,0.058787495
26784,0.08792034,0.8676095
26785,0.5028604,0.56036943
26786,0.016872942,0.07083014
26787,0.10447964,0.72322416
26788,0.0029485822,0.89818525
26789,0.006354034,0.11466122
26790,0.009501964,0.092031896
26791,0.036103576,0.089717835
26792,0.05658555,0.5363025
26793,0.079506755,0.982124
26794,0.3370376,0.7974596
26795,0.08937994,0.9651084
26796,0.0019575655,0.012342751
26797,0.103309125,0.96384364
26798,0.15634966,0.09869158
26799,0.17894375,0.47181293
26800,0.014381766,0.91880584
26801,0.22288638,0.39505556
26802,0.026065141,0.113618165
26803,0.034947127,0.22527984
26804,0.047346354,0.08311403
26805,0.019261748,0.116223186
26806,0.016143233,0.85036135
26807,0.11010033,0.64707005
26808,0.084257215,0.4760882
26809,0.3996671,0.14949408
26810,0.024222583,0.056240678
26811,0.01951772,0.017965704
26812,0.083238125,0.95787525
26813,0.7994151,0.4364905
26814,0.0033565462,0.59523803
26815,0.0053498745,0.009817362
26816,0.047260255,0.449005
26817,0.029880464,0.7265854
26818,0.120408714,0.096882164
26819,0.18579686,0.15796235
26820,0.07961941,0.080457956
26821,0.032937884,0.64899033
26822,0.03633344,0.74330246
26823,0.007899702,0.19616133
26824,0.006089896,0.7540931
26825,0.23662972,0.7687578
26826,0.076137334,0.59798384
26827,0.0033667684,0.011402845
26828,0.09302619,0.2371212
26829,0.9821877,0.9142678
26830,0.01589322,0.66346264
26831,0.11479372,0.8709627
26832,0.017085701,0.71417356
26833,0.005852014,0.65940136
26834,0.099709034,0.2983779
26835,0.31009614,0.6433271
26836,0.12217265,0.72713625
26837,0.5409505,0.009143412
26838,0.06069711,0.31337354
26839,0.07620698,0.6086657
26840,0.04387495,0.06624293
26841,0.54657125,0.9025871
26842,0.0011642575,0.038793296
26843,0.009456128,0.033214003
26844,0.049879998,0.17881233
26845,0.013813764,0.7359251
26846,0.01630953,0.73849624
26847,0.4544766,0.13408005
26848,0.008381754,0.22323802
26849,0.20036125,0.74153876
26850,0.28412965,0.7826944
26851,0.000597924,0.042606264
26852,0.012672812,0.013444871
26853,0.18117213,0.35892254
26854,0.006115854,0.067501515
26855,0.17320302,0.8328905
26856,0.066556305,0.0038593113
26857,0.9193671,0.059458554
26858,0.047934353,0.68546665
26859,0.051404744,0.017178059
26860,0.10783136,0.018677384
26861,0.014777213,0.05308175
26862,0.014276892,0.12293461
26863,0.036002636,0.21457389
26864,0.19449863,0.5156739
26865,0.0023333728,0.008254677
26866,0.08081755,0.7205317
26867,0.18341756,0.25216877
26868,0.98211193,0.9457586
26869,0.042156875,0.0681487
26870,0.86099374,0.8982457
26871,0.02167815,0.00032925606
26872,0.0030514598,0.16207263
26873,0.06332353,0.7573848
26874,0.029550165,0.12340894
26875,0.42152312,0.73003507
26876,0.10440391,0.0223037
26877,0.018365353,0.011558205
26878,0.05076319,0.22007933
26879,0.016034245,0.029494286
26880,0.021933854,0.00087565184
26881,0.03553483,0.04609081
26882,0.014948368,0.010040462
26883,0.18267852,0.054255456
26884,0.08118105,0.30401564
26885,0.099772036,0.5914721
26886,0.085044354,0.83679473
26887,0.84315974,0.80188924
26888,0.9505058,0.9920587
26889,0.01152578,0.035706908
26890,0.030749232,0.10858804
26891,0.76021266,0.8662137
26892,0.04369217,0.86386657
26893,0.009264022,0.040417194
26894,0.096087664,0.03887683
26895,0.04332614,0.7964954
26896,0.030234545,0.0046617985
26897,0.021105707,0.6923603
26898,0.32543832,0.76452464
26899,0.0135065615,0.011741072
26900,0.07105395,0.10261515
26901,0.008514464,0.9326172
26902,0.13915384,0.80669224
26903,0.15174052,0.016066045
26904,0.12575519,0.46983787
26905,0.23504719,0.8614254
26906,0.03162232,0.23841146
26907,0.0009659827,0.5766517
26908,0.113428324,0.6508185
26909,0.09048131,0.00079101324
26910,0.048806548,0.12878016
26911,0.07634345,0.1146085
26912,0.27583554,0.9600942
26913,0.19447395,0.751413
26914,0.012521446,0.021811694
26915,0.011997849,0.53849304
26916,0.018538892,0.17327726
26917,0.0024092793,0.09466827
26918,0.95075655,0.9702544
26919,0.12959084,0.6114447
26920,0.007239282,0.02490142
26921,0.026908368,0.88127315
26922,0.01840043,0.68113315
26923,0.5047038,0.41819093
26924,0.94257635,0.9827812
26925,0.25154582,0.8557931
26926,0.8898041,0.25197786
26927,0.5833023,0.6553482
26928,0.08319479,0.3963982
26929,0.08214396,0.04945913
26930,0.58250064,0.8331944
26931,0.20286763,0.80940783
26932,0.05678156,0.977843
26933,0.0016167164,0.5278178
26934,0.6914574,0.5099779
26935,0.04565212,0.5676418
26936,0.047895998,0.28311837
26937,0.17500705,0.78138447
26938,0.06387305,0.07380971
26939,0.035359055,0.10869461
26940,0.03788507,0.4167081
26941,0.07065046,0.28186214
26942,0.77810884,0.8692054
26943,0.05875072,0.80969596
26944,0.017755985,0.089680195
26945,0.019547254,0.74031836
26946,0.021477193,0.78832346
26947,0.28404754,0.40066677
26948,0.020610005,0.027515113
26949,0.027910441,0.09386602
26950,0.00935629,0.19346425
26951,0.25054848,0.33430246
26952,0.9390985,0.9864067
26953,0.27263486,0.70033336
26954,0.008778483,0.029758036
26955,0.047920585,0.5669597
26956,0.18543032,0.16590106
26957,0.02218923,0.9867044
26958,0.0749487,0.85206914
26959,0.048234224,0.026532471
26960,0.011569768,0.016494334
26961,0.47149113,0.3317936
26962,0.6675766,0.86804366
26963,0.042322725,0.14911905
26964,0.037659734,0.06436905
26965,0.46905547,0.9223105
26966,0.045039564,0.060181648
26967,0.093749136,0.31161594
26968,0.010097265,0.9485644
26969,0.17980474,0.023390919
26970,0.89578915,0.52859294
26971,0.091443,0.26320213
26972,0.0001437366,0.05208361
26973,0.018460095,0.059183985
26974,0.29666042,0.3369569
26975,0.38089362,0.44683257
26976,0.8655147,0.396833
26977,0.1544278,0.26564133
26978,0.00040262938,0.8632538
26979,0.68680936,0.8591962
26980,0.024270654,0.020105511
26981,0.01986605,0.50636137
26982,0.859288,0.96656275
26983,0.1493195,0.667249
26984,0.02173248,0.014143825
26985,0.06125611,0.0153110325
26986,0.02506578,0.15496558
26987,0.038808823,0.03896898
26988,0.0142121315,0.01922962
26989,0.34882644,0.95107216
26990,0.012482911,0.14569724
26991,0.051952302,0.2764306
26992,0.46005064,0.26212594
26993,0.039178103,0.77900875
26994,0.018676221,0.40338418
26995,0.05888945,0.4123059
26996,0.09386143,0.10216686
26997,0.007423699,0.048704118
26998,0.03039223,0.014163107
26999,0.27984256,0.30543926
27000,0.034534812,0.23169354
27001,0.017766327,0.9067644
27002,0.0005311668,0.079455376
27003,0.011741102,0.04138267
27004,0.12809259,0.274244
27005,0.31643212,0.8550998
27006,0.8112508,0.8751758
27007,0.011502296,0.006523818
27008,0.031277835,0.06898987
27009,0.05740586,0.21367458
27010,0.005357057,0.014729798
27011,0.04692951,0.010828763
27012,0.07616997,0.5529989
27013,0.07483438,0.31228077
27014,0.00062447786,0.2709847
27015,0.10369605,0.14493924
27016,0.033277422,0.3316336
27017,0.2496238,0.87139976
27018,0.014200598,0.08018243
27019,0.91820383,0.97732764
27020,0.21490636,0.24623525
27021,0.009783387,0.9174948
27022,0.0247069,0.02975598
27023,0.038578212,0.08130023
27024,0.049233347,0.4703639
27025,0.1139732,0.15058023
27026,0.0063535273,0.18953845
27027,0.022037536,0.8550633
27028,0.23638964,0.87104523
27029,0.19710588,0.5069007
27030,0.20253807,0.053217977
27031,0.45578352,0.9306267
27032,0.075181186,0.896114
27033,0.35981596,0.6713194
27034,0.014188051,0.47773308
27035,0.22863889,0.32343352
27036,0.13847187,0.9495561
27037,0.75536,0.85150874
27038,0.04057938,0.039520234
27039,0.44563776,0.73057985
27040,0.056598246,0.21239305
27041,0.016212076,0.94286084
27042,0.028376162,0.5613735
27043,0.39549392,0.9602182
27044,0.018681943,0.13502863
27045,0.028978378,0.12982646
27046,0.07217628,0.028795034
27047,0.34610957,0.25294793
27048,0.09392214,0.10468787
27049,0.4589701,0.79214466
27050,0.054043412,0.83318305
27051,0.18365291,0.2218638
27052,0.02631092,0.046045035
27053,0.9270319,0.9874158
27054,0.01321438,0.010074556
27055,0.006589055,0.90404904
27056,0.031297654,0.008491427
27057,1.8067568e-06,7.603151e-07
27058,0.927343,0.8341234
27059,0.037745535,0.041870713
27060,0.011923134,0.3484255
27061,0.008031905,0.116602
27062,0.00086170435,0.5513095
27063,0.010112673,0.22132936
27064,0.03629762,0.20196083
27065,0.11350453,0.6342206
27066,0.016512007,0.2022416
27067,0.9148524,0.9242566
27068,0.792775,0.79773617
27069,0.69815683,0.9358035
27070,0.006265849,0.0075845122
27071,0.018232405,0.005981952
27072,0.088793635,0.6266872
27073,0.019083887,0.9036551
27074,0.018597096,0.110619456
27075,0.46012542,0.8316149
27076,0.8204833,0.9945469
27077,0.12493223,0.09826547
27078,0.046566606,0.691497
27079,0.048242807,0.82426524
27080,0.08841109,0.29809204
27081,0.031067222,0.6911051
27082,0.10030916,0.16990644
27083,0.13511372,0.52286136
27084,0.7775864,0.7199984
27085,0.009740055,0.10105619
27086,0.0061653852,0.030390054
27087,0.036434352,0.019741446
27088,0.054465204,0.6904527
27089,0.02411896,0.09098908
27090,0.44126347,0.8254669
27091,0.8525379,0.6074201
27092,0.0970217,0.13141525
27093,0.12342563,0.26725262
27094,0.0071793795,0.04274708
27095,0.086744666,0.59890896
27096,0.11907822,0.05958861
27097,0.43527982,0.7899271
27098,0.3342802,0.9639948
27099,0.16745979,0.30723345
27100,0.029574066,0.6178788
27101,0.12133244,0.10912147
27102,0.07310444,0.82211643
27103,0.008100808,0.028254956
27104,0.6992304,0.59368616
27105,0.042449564,0.37206
27106,0.91607153,0.9138257
27107,0.45726073,0.8891783
27108,0.2928204,0.21317789
27109,0.018180609,0.2868452
27110,0.015065581,0.15485471
27111,0.021268368,0.27084586
27112,0.13548675,0.75057065
27113,0.088335365,0.015767395
27114,0.13674104,0.26892993
27115,0.12927833,0.95696723
27116,0.0055270195,0.9563954
27117,0.044353366,0.024949968
27118,0.06183663,0.7240323
27119,0.017558724,0.048875213
27120,0.06584546,0.950325
27121,0.012290001,0.8874177
27122,0.0085790455,0.08371192
27123,0.028412163,0.02275318
27124,0.008666813,0.0040199757
27125,0.00014722347,0.068400264
27126,0.31966087,0.050415218
27127,0.010689825,0.007281959
27128,0.079882175,0.8918627
27129,0.14114791,0.2789843
27130,0.02348429,0.2737155
27131,0.030336678,0.032913655
27132,0.5617763,0.7479853
27133,0.045395613,0.33544403
27134,0.90616834,0.9875423
27135,0.01907003,0.49922925
27136,0.067044616,0.45084035
27137,0.016627073,0.033798516
27138,0.07337996,0.872998
