respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.049782097,0.17767236
26708,0.011437237,0.018550336
26709,0.056262344,0.7061824
26710,0.7477444,0.90179855
26711,0.33902097,0.44835448
26712,0.94072795,0.9844829
26713,0.5541197,0.7713659
26714,0.51487243,0.1673967
26715,0.00594154,0.09351426
26716,0.22232932,0.8940774
26717,0.0014764369,0.19739747
26718,0.27297458,0.45400256
26719,0.16703916,0.9591539
26720,0.0026195645,0.27610064
26721,0.3205828,0.31839538
26722,0.017367333,0.055411607
26723,0.81210625,0.93563855
26724,0.029519051,0.8097219
26725,0.0054754913,0.06375751
26726,0.07933095,0.0010242462
26727,0.32440543,0.8383565
26728,0.38625976,0.4711556
26729,0.2976785,0.6707936
26730,0.11525291,0.23340228
26731,0.041737765,0.3742855
26732,0.066057414,0.15939087
26733,0.9830048,0.98119026
26734,0.922107,0.31668574
26735,0.05700317,0.2783063
26736,0.05090475,0.24080247
26737,0.010783762,0.13174659
26738,0.86721104,0.77948856
26739,0.10205343,0.27087152
26740,0.0068237484,0.05314514
26741,0.039027065,0.8709446
26742,0.087868005,0.26280755
26743,0.12199649,0.45017582
26744,0.08024776,0.7709393
26745,0.002315253,0.6973213
26746,0.58490527,0.66907156
26747,0.016186982,0.13588667
26748,0.041862458,0.1146487
26749,0.25605303,0.7698986
26750,0.33769026,0.74571794
26751,0.7054537,0.7266074
26752,0.15998223,0.14875227
26753,0.1531589,0.37977606
26754,0.110518396,0.92552114
26755,0.24217159,0.9583694
26756,0.023952305,0.010393262
26757,0.0069514513,0.4778878
26758,0.87870085,0.8651757
26759,0.018717349,0.25578594
26760,0.0024866462,0.15198979
26761,0.41529614,0.9625438
26762,0.04448068,0.96888006
26763,0.9608337,0.92045414
26764,0.9997996,0.96557057
26765,0.0016303658,0.91960996
26766,0.038909554,0.13951713
26767,0.890063,0.7811941
26768,0.0045356154,0.13775548
26769,0.10388547,0.23456866
26770,0.011883974,0.7644702
26771,0.00036653876,0.010478497
26772,0.12708083,0.2521292
26773,0.026627094,0.18746427
26774,0.00026395917,0.35708445
26775,0.0029973388,0.3249513
26776,0.035680503,0.3005318
26777,0.06435484,0.9662591
26778,2.7528258e-05,0.03418967
26779,0.20879042,0.7297647
26780,0.050121665,0.96230346
26781,0.03675717,0.5166476
26782,0.038066685,0.45091042
26783,0.017456412,0.17448762
26784,0.19587973,0.8478792
26785,0.87559474,0.64011884
26786,0.08727136,0.13092217
26787,0.24640217,0.6426306
26788,0.009773761,0.94205225
26789,0.0138190985,0.28323627
26790,0.013192773,0.26067
26791,0.016781121,0.12277478
26792,0.03135103,0.79494387
26793,0.25820336,0.91766584
26794,0.8483974,0.73433983
26795,0.02078548,0.97914255
26796,0.0029277802,0.030667752
26797,0.490814,0.9073827
26798,0.08511335,0.08596358
26799,0.13016674,0.35729337
26800,0.013466537,0.9625088
26801,0.16938263,0.2970826
26802,0.1267995,0.093100965
26803,0.022696704,0.17162433
26804,0.032972276,0.025226891
26805,0.004153639,0.19838578
26806,0.007328123,0.86433786
26807,0.3216482,0.6592214
26808,0.023859799,0.48750308
26809,0.6413449,0.2996902
26810,0.05293274,0.18471405
26811,0.0040686727,0.08239025
26812,0.38030925,0.70444787
26813,0.6363897,0.26760828
26814,0.007940352,0.5420321
26815,0.00036481023,0.037314266
26816,0.023118377,0.23387626
26817,0.026427835,0.5581687
26818,0.12133214,0.61478007
26819,0.06434032,0.036143094
26820,0.031350255,0.08094373
26821,0.015285373,0.6255959
26822,0.00845632,0.78948987
26823,0.3223628,0.20766169
26824,0.0050198734,0.6600499
26825,0.2745822,0.4493681
26826,0.0064893067,0.56496495
26827,0.00017875433,0.32662135
26828,0.11616337,0.1610766
26829,0.9296715,0.9605454
26830,0.009405315,0.72932744
26831,0.2617772,0.92540324
26832,0.009393811,0.76995856
26833,0.025673628,0.8494189
26834,0.22527984,0.27326643
26835,0.22902867,0.8522917
26836,0.11655846,0.4466723
26837,0.06801814,0.02386579
26838,0.09371239,0.47024587
26839,0.4077052,0.6273862
26840,0.004441887,0.021021217
26841,0.9684539,0.9322641
