respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.44842204451560974,0.47232142090797424
26708,0.41824057698249817,0.43181556463241577
26709,0.4363602101802826,0.5289884805679321
26710,0.4970337748527527,0.5529189705848694
26711,0.4853847622871399,0.4980241358280182
26712,0.48412689566612244,0.534648060798645
26713,0.4575079679489136,0.4850730001926422
26714,0.4482871890068054,0.43181556463241577
26715,0.41824057698249817,0.4325442910194397
26716,0.4325578510761261,0.5392767786979675
26717,0.4183373749256134,0.5110701322555542
26718,0.4772450029850006,0.4716877341270447
26719,0.4315478205680847,0.5667631030082703
26720,0.4189320504665375,0.46965107321739197
26721,0.48373961448669434,0.5213249921798706
26722,0.4319164454936981,0.44518932700157166
26723,0.5511248707771301,0.5664178133010864
26724,0.4189320504665375,0.5301467776298523
26725,0.41824057698249817,0.43181556463241577
26726,0.41883522272109985,0.4330887198448181
26727,0.4781320095062256,0.5392767786979675
26728,0.46542367339134216,0.4930720329284668
26729,0.4250863492488861,0.44705700874328613
26730,0.41824057698249817,0.44766566157341003
26731,0.42821601033210754,0.4579167366027832
26732,0.4520537555217743,0.46167099475860596
26733,0.554936945438385,0.5682189464569092
26734,0.5487270951271057,0.4998627007007599
26735,0.42420464754104614,0.490407794713974
26736,0.4319164454936981,0.44638073444366455
26737,0.42821601033210754,0.4347270429134369
26738,0.5125638246536255,0.5347669720649719
26739,0.432046115398407,0.44735920429229736
26740,0.47649821639060974,0.43285325169563293
26741,0.4362028241157532,0.5553712248802185
26742,0.4319164454936981,0.44744884967803955
26743,0.4319164454936981,0.4752485752105713
26744,0.4188236892223358,0.5288674831390381
26745,0.42622700333595276,0.5585775971412659
26746,0.43074673414230347,0.4637332558631897
26747,0.41883522272109985,0.44744884967803955
26748,0.42222654819488525,0.4329724907875061
26749,0.4331812262535095,0.5056890845298767
26750,0.46901941299438477,0.5492088794708252
26751,0.47908130288124084,0.4986819326877594
26752,0.42837101221084595,0.4325442910194397
26753,0.46542367339134216,0.5049071907997131
26754,0.4312761723995209,0.4906127154827118
26755,0.43318456411361694,0.5044756531715393
26756,0.42821601033210754,0.43102002143859863
26757,0.46891170740127563,0.5281315445899963
26758,0.4609704315662384,0.5453251600265503
26759,0.41824057698249817,0.44695162773132324
26760,0.4236079752445221,0.43185609579086304
26761,0.4566192030906677,0.553136944770813
26762,0.4304027557373047,0.5087843537330627
26763,0.5545401573181152,0.5676005482673645
26764,0.5550472140312195,0.5685868263244629
