respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.22700847685337067,0.2635914385318756
26708,0.09645584970712662,0.12924054265022278
26709,0.20437504351139069,0.6489213109016418
26710,0.582802951335907,0.8205815553665161
26711,0.4137652814388275,0.5825856328010559
26712,0.641193151473999,0.8409909605979919
26713,0.30859342217445374,0.49894043803215027
26714,0.20408309996128082,0.14013127982616425
26715,0.09630879759788513,0.13872703909873962
26716,0.20358121395111084,0.777412474155426
26717,0.09697038680315018,0.49269190430641174
26718,0.41999706625938416,0.42603492736816406
26719,0.176984503865242,0.8496439456939697
26720,0.10546787828207016,0.3044591248035431
26721,0.4109180271625519,0.6047742962837219
26722,0.16356955468654633,0.16528429090976715
26723,0.7654431462287903,0.8501551151275635
26724,0.1058819368481636,0.7351564168930054
26725,0.09645584970712662,0.13455523550510406
26726,0.1015445664525032,0.1487908661365509
26727,0.34983646869659424,0.7629441022872925
26728,0.3004584014415741,0.48334211111068726
26729,0.14934250712394714,0.6015944480895996
26730,0.09767613559961319,0.22141283750534058
26731,0.11601462215185165,0.24943998456001282
26732,0.24357929825782776,0.26217612624168396
26733,0.820602536201477,0.855189859867096
26734,0.7581123113632202,0.4026869237422943
26735,0.14431802928447723,0.3333607316017151
26736,0.15839014947414398,0.205808624625206
26737,0.11651027947664261,0.16548560559749603
26738,0.6711170673370361,0.7676407694816589
26739,0.18563002347946167,0.27174320816993713
26740,0.3037393391132355,0.15878257155418396
26741,0.15047386288642883,0.7975431680679321
26742,0.1693112999200821,0.33212563395500183
26743,0.14403586089611053,0.40028780698776245
26744,0.10647056251764297,0.6098450422286987
26745,0.13384665548801422,0.7771189212799072
26746,0.20303401350975037,0.32235097885131836
26747,0.10656608641147614,0.270455926656723
26748,0.1246335431933403,0.14927910268306732
26749,0.16454435884952545,0.5556755661964417
26750,0.3733893930912018,0.792046844959259
26751,0.5452806353569031,0.6705358624458313
26752,0.11930443346500397,0.13548898696899414
26753,0.31153926253318787,0.583252489566803
26754,0.17850367724895477,0.3408832550048828
26755,0.22609448432922363,0.40264061093330383
26756,0.11235933750867844,0.12488503754138947
26757,0.3374928832054138,0.5722373127937317
26758,0.3536573648452759,0.7332721948623657
26759,0.09752131253480911,0.22000907361507416
26760,0.1284957081079483,0.13315026462078094
26761,0.29766035079956055,0.7610576748847961
26762,0.20112261176109314,0.6966133117675781
26763,0.8117534518241882,0.850851833820343
26764,0.8265546560287476,0.8679430484771729
26765,0.14238862693309784,0.648522675037384
26766,0.29218849539756775,0.20391793549060822
26767,0.7658904790878296,0.6885382533073425
26768,0.10613834112882614,0.46967869997024536
26769,0.15144678950309753,0.2740592360496521
26770,0.13476406037807465,0.5661196112632751
26771,0.09702921658754349,0.2729877829551697
26772,0.14360271394252777,0.543086588382721
26773,0.12001056969165802,0.3783382177352905
26774,0.1357448697090149,0.3945903480052948
26775,0.10580918192863464,0.44247493147850037
26776,0.3988364636898041,0.4969996213912964
26777,0.2167053371667862,0.8157148957252502
26778,0.127879798412323,0.21115395426750183
26779,0.19506454467773438,0.5574170351028442
26780,0.1635037660598755,0.8148549795150757
26781,0.12700024247169495,0.5000186562538147
26782,0.1369505226612091,0.272860050201416
26783,0.09744169563055038,0.28330427408218384
26784,0.16526944935321808,0.7471052408218384
26785,0.3962723910808563,0.6143641471862793
26786,0.14712893962860107,0.21525005996227264
26787,0.10623985528945923,0.5790045857429504
26788,0.13993844389915466,0.8276292085647583
26789,0.11804473400115967,0.29981163144111633
26790,0.09724299609661102,0.22286444902420044
26791,0.0974770113825798,0.20290875434875488
26792,0.13052445650100708,0.613387405872345
26793,0.19842275977134705,0.8593409657478333
26794,0.4517848789691925,0.787172257900238
26795,0.13841840624809265,0.8605522513389587
26796,0.11443961411714554,0.12499228119850159
26797,0.2223651111125946,0.6928507089614868
26798,0.4213241636753082,0.2267938107252121
26799,0.21449312567710876,0.2868010699748993
26800,0.16293033957481384,0.8582357168197632
26801,0.25765958428382874,0.2710994780063629
26802,0.1740960329771042,0.18485312163829803
26803,0.10902895033359528,0.193943053483963
26804,0.09645584970712662,0.142307847738266
26805,0.09829199314117432,0.27649474143981934
26806,0.10960765928030014,0.8343108892440796
26807,0.3366386294364929,0.701215386390686
26808,0.13318805396556854,0.3954210579395294
26809,0.43257203698158264,0.2986142337322235
26810,0.10514918714761734,0.18229039013385773
26811,0.10586915910243988,0.14049817621707916
26812,0.21978694200515747,0.7499391436576843
26813,0.4580064117908478,0.456048846244812
26814,0.09644979983568192,0.6186394095420837
26815,0.09645584970712662,0.13244350254535675
26816,0.12361832708120346,0.22161467373371124
26817,0.10607830435037613,0.6034925580024719
26818,0.18332284688949585,0.2969892621040344
26819,0.1923993080854416,0.3092455565929413
26820,0.10695996135473251,0.2242095172405243
26821,0.10546787828207016,0.575151801109314
26822,0.1449659764766693,0.6243525743484497
26823,0.3420368731021881,0.4695182144641876
26824,0.09936497360467911,0.6155645847320557
26825,0.40269967913627625,0.7193205952644348
26826,0.1061781570315361,0.5836023688316345
26827,0.09786546230316162,0.22793614864349365
26828,0.12696008384227753,0.4196108281612396
26829,0.7065415382385254,0.8653298616409302
26830,0.09755947440862656,0.7377442717552185
26831,0.14843815565109253,0.7570299506187439
