respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.8721376657485962,0.953292191028595
26708,0.9322364330291748,0.9679757952690125
26709,0.9094194173812866,0.28990256786346436
26710,0.32063406705856323,0.07499784231185913
26711,0.8144900798797607,0.7920008301734924
26712,0.1642027497291565,0.036483943462371826
26713,0.8275997042655945,0.35397791862487793
26714,0.8679776787757874,0.8796094655990601
26715,0.9798367023468018,0.9471074938774109
26716,0.8062036633491516,0.053811728954315186
26717,0.9941584467887878,0.4857773780822754
26718,0.5214921236038208,0.3321411609649658
26719,0.9569772481918335,0.08444666862487793
26720,0.9918211698532104,0.7488893270492554
26721,0.6321184039115906,0.7401005625724792
26722,0.943394124507904,0.9613224267959595
26723,0.18734323978424072,0.05304288864135742
26724,0.9733656644821167,0.17270749807357788
26725,0.9793979525566101,0.956105649471283
26726,0.9370777010917664,0.9972765445709229
26727,0.23629766702651978,0.052864015102386475
26728,0.8221148252487183,0.3233782649040222
26729,0.874771237373352,0.29398220777511597
26730,0.9496186971664429,0.8908864259719849
26731,0.9820205569267273,0.7725623250007629
26732,0.8519677519798279,0.930832028388977
26733,0.019312918186187744,0.015823721885681152
26734,0.1664113998413086,0.7216569185256958
26735,0.9375870823860168,0.6578657627105713
26736,0.9740702509880066,0.8338707685470581
26737,0.895978569984436,0.871398389339447
26738,0.26034247875213623,0.052425503730773926
26739,0.9178454279899597,0.8958935737609863
26740,0.7842103838920593,0.9633941054344177
26741,0.9588605761528015,0.07594728469848633
26742,0.9488993287086487,0.6171984672546387
26743,0.9833512306213379,0.6282616853713989
26744,0.9575942754745483,0.30232930183410645
26745,0.9801780581474304,0.33490604162216187
26746,0.7831699848175049,0.6437535285949707
26747,0.9502952098846436,0.808163046836853
26748,0.9072951078414917,0.9718175530433655
26749,0.9145190715789795,0.17693471908569336
26750,0.5700944662094116,0.11800003051757812
26751,0.5003668069839478,0.24342286586761475
26752,0.9638856649398804,0.8331900835037231
26753,0.77713543176651,0.4331827163696289
26754,0.9219014048576355,0.3243868947029114
26755,0.9044487476348877,0.35536807775497437
26756,0.9943366646766663,0.9881421327590942
26757,0.8153064846992493,0.5506776571273804
26758,0.20963096618652344,0.05410587787628174
26759,0.9873904585838318,0.8158862590789795
26760,0.9857898950576782,0.9375189542770386
26761,0.3801804780960083,0.08744102716445923
26762,0.6939814686775208,0.11238181591033936
26763,0.10069811344146729,0.044705867767333984
26764,0.021370351314544678,0.00419694185256958
26765,0.9924498796463013,0.2549859285354614
26766,0.953064501285553,0.8721708655357361
26767,0.15978604555130005,0.2911968231201172
26768,0.995887815952301,0.7636688947677612
26769,0.9567188024520874,0.8956800103187561
26770,0.9714024662971497,0.5287581086158752
26771,0.9827707409858704,0.9347431659698486
26772,0.9296653866767883,0.2701868414878845
26773,0.9978334903717041,0.6988152861595154
26774,0.991146445274353,0.6950958371162415
26775,0.9873803853988647,0.6268616914749146
26776,0.6837619543075562,0.7131507396697998
26777,0.9099452495574951,0.0313759446144104
26778,0.9375827312469482,0.9779632687568665
26779,0.6442362070083618,0.39613646268844604
26780,0.9510471820831299,0.07532244920730591
26781,0.9621323347091675,0.43852490186691284
26782,0.9224364757537842,0.7099654674530029
26783,0.9631911516189575,0.7410399913787842
26784,0.6939479112625122,0.08791244029998779
26785,0.3820558190345764,0.21144062280654907
26786,0.9824504852294922,0.8396540284156799
26787,0.968554675579071,0.30901962518692017
26788,0.9766122102737427,0.05221277475357056
26789,0.988067090511322,0.8631147742271423
26790,0.9951427578926086,0.8229250907897949
26791,0.9795888662338257,0.8946511149406433
26792,0.9428552389144897,0.2029554843902588
26793,0.920585036277771,0.0431208610534668
26794,0.4322734475135803,0.20658880472183228
26795,0.9631158113479614,0.015092253684997559
26796,0.9832010269165039,0.985264778137207
26797,0.8227097392082214,0.1035088300704956
26798,0.8206545114517212,0.8196418881416321
26799,0.835933268070221,0.7656443119049072
26800,0.9635370373725891,0.03330165147781372
26801,0.883368968963623,0.6068320274353027
26802,0.9031891822814941,0.47381800413131714
26803,0.9696382284164429,0.8852047324180603
26804,0.9770622849464417,0.9479349255561829
26805,0.9760218262672424,0.8804091215133667
26806,0.9932425618171692,0.05518084764480591
26807,0.7819461822509766,0.18264585733413696
26808,0.9327625036239624,0.629584789276123
26809,0.3451923131942749,0.6802809238433838
26810,0.9854326248168945,0.8846482038497925
26811,0.9839396476745605,0.9648874998092651
26812,0.7363194227218628,0.02094942331314087
26813,0.5293135643005371,0.46757274866104126
26814,0.9905315637588501,0.19931560754776
26815,0.9945245385169983,0.9874247908592224
26816,0.9898709058761597,0.8243468999862671
26817,0.9738026857376099,0.4022945165634155
26818,0.9012306928634644,0.36881375312805176
26819,0.8324379920959473,0.88872891664505
26820,0.9265087842941284,0.8568997383117676
26821,0.977639377117157,0.6667064428329468
26822,0.9338698983192444,0.2638087868690491
26823,0.8640037775039673,0.6263008713722229
26824,0.9727967381477356,0.16511428356170654
26825,0.7558519840240479,0.387381374835968
26826,0.9692689180374146,0.3103654980659485
26827,0.996965229511261,0.9763809442520142
26828,0.8759039640426636,0.4887648820877075
26829,0.11803251504898071,0.027681708335876465
26830,0.982605516910553,0.14214563369750977
26831,0.9161557555198669,0.07462382316589355
26832,0.9864081740379333,0.22125184535980225
26833,0.9906864762306213,0.17410385608673096
26834,0.8212997317314148,0.7388356328010559
26835,0.6945109963417053,0.20345228910446167
26836,0.80971759557724,0.4847683906555176
26837,0.9836676716804504,0.9900854825973511
26838,0.8863767385482788,0.5453103184700012
26839,0.9776229858398438,0.8321292400360107
26840,0.9031751155853271,0.8728330135345459
26841,0.2376142144203186,0.0628976821899414
26842,0.874289870262146,0.7801021337509155
26843,0.9563754796981812,0.971891462802887
26844,0.9915685057640076,0.6093981266021729
26845,0.9866645932197571,0.134490966796875
26846,0.9705288410186768,0.08405792713165283
26847,0.8394613862037659,0.7618752717971802
26848,0.9927961230278015,0.31620872020721436
26849,0.3249398469924927,0.35106682777404785
26850,0.5914431810379028,0.389165997505188
26851,0.9895976781845093,0.9724986553192139
26852,0.9844210147857666,0.9793624877929688
26853,0.8164377212524414,0.8116028308868408
26854,0.9892603158950806,0.934227705001831
26855,0.6323704719543457,0.13297367095947266
26856,0.9487975239753723,0.9851809144020081
26857,0.63321852684021,0.9217095375061035
26858,0.9584816694259644,0.5971096158027649
26859,0.9829611778259277,0.9717512130737305
26860,0.913328230381012,0.9436360001564026
26861,0.9712703227996826,0.9488198757171631
26862,0.9723231792449951,0.7379893064498901
26863,0.9767792224884033,0.5226731300354004
26864,0.6528809070587158,0.6574119925498962
26865,0.9827440977096558,0.9625518321990967
26866,0.958223819732666,0.31521421670913696
26867,0.9283027052879333,0.7455247640609741
26868,0.08906435966491699,0.020379245281219482
26869,0.987798273563385,0.8576384782791138
26870,0.1728980541229248,0.11234986782073975
26871,0.9943366050720215,0.9709122776985168
26872,0.9918677806854248,0.8058332204818726
26873,0.9801588654518127,0.3045799136161804
26874,0.9729601144790649,0.8617299795150757
26875,0.6834592819213867,0.05370509624481201
26876,0.9412481784820557,0.9598128199577332
26877,0.8458496928215027,0.861579954624176
26878,0.9723191261291504,0.6783742308616638
26879,0.9962062239646912,0.9835039377212524
26880,0.8434318900108337,0.9228326082229614
26881,0.9953267574310303,0.9692423343658447
26882,0.9932469129562378,0.9776237607002258
26883,0.8863205313682556,0.6382169723510742
26884,0.8814961910247803,0.8484172821044922
26885,0.8736761212348938,0.30710870027542114
26886,0.9159051179885864,0.11003738641738892
26887,0.12443673610687256,0.049819886684417725
26888,0.10008442401885986,0.017165303230285645
26889,0.9892100095748901,0.9573938250541687
26890,0.9435715675354004,0.7344262599945068
26891,0.2011169195175171,0.14922183752059937
26892,0.9585817456245422,0.6269323825836182
26893,0.991346001625061,0.9331631660461426
26894,0.850222110748291,0.810236930847168
26895,0.961756706237793,0.15951204299926758
26896,0.9731013178825378,0.9897561073303223
26897,0.9541914463043213,0.25688111782073975
26898,0.6753898859024048,0.37538421154022217
26899,0.980897068977356,0.9605490565299988
26900,0.9467546343803406,0.7666577100753784
26901,0.9765284061431885,0.7774580717086792
26902,0.66551673412323,0.07327604293823242
26903,0.9445762634277344,0.9346688389778137
26904,0.960764467716217,0.5954195261001587
26905,0.8620358109474182,0.043283939361572266
26906,0.9904972314834595,0.6912462115287781
26907,0.9961261749267578,0.5701725482940674
26908,0.9555783271789551,0.14557021856307983
26909,0.905188798904419,0.9365663528442383
26910,0.9724623560905457,0.7661035060882568
26911,0.97953200340271,0.9660786390304565
26912,0.6893086433410645,0.12112295627593994
26913,0.23220521211624146,0.24520719051361084
26914,0.9915329813957214,0.9265899658203125
26915,0.9440962672233582,0.4241931438446045
26916,0.9793305397033691,0.6853172779083252
26917,0.9965923428535461,0.9686580896377563
26918,0.03959923982620239,0.016214311122894287
26919,0.8117899298667908,0.4166102409362793
26920,0.9939704537391663,0.9592373967170715
26921,0.9839125871658325,0.12642186880111694
26922,0.9860742688179016,0.16908186674118042
26923,0.7340235710144043,0.4419996738433838
26924,0.09365254640579224,0.014843583106994629
26925,0.8422858715057373,0.11236900091171265
26926,0.5768341422080994,0.46425557136535645
26927,0.54976487159729,0.2835807800292969
26928,0.9424479007720947,0.7974799871444702
26929,0.8516517877578735,0.8028715252876282
26930,0.17596298456192017,0.10987615585327148
26931,0.8177922368049622,0.5460003614425659
26932,0.9604781866073608,0.039306581020355225
26933,0.9856618642807007,0.3786037564277649
26934,0.6657747626304626,0.6174266338348389
26935,0.8728508949279785,0.6236598491668701
26936,0.9881114959716797,0.8522346615791321
26937,0.827276349067688,0.15505611896514893
26938,0.985558271408081,0.9634646773338318
26939,0.8926562070846558,0.8948206305503845
26940,0.8538898229598999,0.7425206899642944
26941,0.8868812322616577,0.5094172358512878
26942,0.3332345485687256,0.11486905813217163
26943,0.9138467311859131,0.23713982105255127
26944,0.9716987013816833,0.9027397632598877
26945,0.9743321537971497,0.4076172113418579
26946,0.9201681613922119,0.26600462198257446
26947,0.8011528849601746,0.44738978147506714
26948,0.9848137497901917,0.9680274724960327
26949,0.9973421096801758,0.8941928744316101
26950,0.9743134379386902,0.6924288272857666
26951,0.9119713306427002,0.8040981888771057
26952,0.15221327543258667,0.03569197654724121
26953,0.7951783537864685,0.029092729091644287
26954,0.9955532550811768,0.9281798601150513
26955,0.9526166319847107,0.24644595384597778
26956,0.7922714948654175,0.8601616621017456
26957,0.9878236055374146,0.03258717060089111
26958,0.9373916387557983,0.17031782865524292
26959,0.9810020923614502,0.7060320377349854
26960,0.9947965741157532,0.9666858911514282
26961,0.44078952074050903,0.4670582413673401
26962,0.851728081703186,0.034877657890319824
26963,0.9530583024024963,0.8554310202598572
26964,0.9925459027290344,0.8760810494422913
26965,0.44873589277267456,0.045451581478118896
26966,0.9742622971534729,0.9641441702842712
26967,0.8110536932945251,0.38458502292633057
26968,0.9496392011642456,0.05427652597427368
26969,0.9427504539489746,0.8813624382019043
26970,0.0591166615486145,0.5358091592788696
26971,0.9446994066238403,0.8816320896148682
26972,0.9967577457427979,0.9862066507339478
26973,0.9693060517311096,0.8441372513771057
26974,0.6508817672729492,0.7012450098991394
26975,0.8640518188476562,0.3177773356437683
26976,0.03547775745391846,0.659286379814148
26977,0.8289573788642883,0.5916107296943665
26978,0.9937021732330322,0.0857343077659607
26979,0.22902876138687134,0.02949237823486328
26980,0.970551609992981,0.9369449615478516
26981,0.9160960912704468,0.7464545965194702
26982,0.12843430042266846,0.06709259748458862
26983,0.8020389676094055,0.37099409103393555
26984,0.9838037490844727,0.8904763460159302
26985,0.9790102243423462,0.9188134074211121
26986,0.9645429849624634,0.5196605324745178
26987,0.9306919574737549,0.8856016397476196
26988,0.9807631373405457,0.9611105918884277
26989,0.3803284168243408,0.1475064754486084
26990,0.994219183921814,0.8562912940979004
26991,0.9844995141029358,0.45770037174224854
26992,0.7572112083435059,0.6020028591156006
26993,0.9743205904960632,0.15608465671539307
26994,0.7928798198699951,0.8881638646125793
26995,0.947404146194458,0.8556984663009644
26996,0.472353458404541,0.6955024003982544
26997,0.9766684770584106,0.9708932638168335
26998,0.9899820685386658,0.9659128189086914
26999,0.8972952365875244,0.5527059435844421
27000,0.9561495780944824,0.7173863649368286
27001,0.9794405102729797,0.12379628419876099
27002,0.9981074333190918,0.7819045186042786
27003,0.995684027671814,0.9700720310211182
27004,0.7592936158180237,0.6396472454071045
27005,0.2326805591583252,0.10837942361831665
27006,0.3151620626449585,0.18920385837554932
27007,0.9684363007545471,0.9935959577560425
27008,0.9133532047271729,0.9777564406394958
27009,0.9146060943603516,0.8043263554573059
27010,0.9974188208580017,0.9631630182266235
27011,0.9748573303222656,0.9126676917076111
27012,0.8446230292320251,0.2423427700996399
27013,0.8847595453262329,0.6160433888435364
27014,0.9787634611129761,0.6128960251808167
27015,0.8301838636398315,0.8318063616752625
27016,0.9328140020370483,0.5623940825462341
27017,0.3744444251060486,0.10532546043395996
27018,0.987093448638916,0.766600489616394
27019,0.022242844104766846,0.011240363121032715
27020,0.9258134365081787,0.8918204307556152
27021,0.829649806022644,0.154516339302063
27022,0.9795346856117249,0.8823272585868835
27023,0.9578796029090881,0.7680732607841492
27024,0.9868119359016418,0.6379018425941467
27025,0.8711321353912354,0.9581857919692993
27026,0.9845956563949585,0.6318838596343994
27027,0.9715858697891235,0.22320735454559326
27028,0.3623841404914856,0.09472298622131348
27029,0.9106818437576294,0.5038892030715942
27030,0.46312421560287476,0.8622556328773499
27031,0.37206733226776123,0.07964617013931274
27032,0.8253586888313293,0.17428404092788696
27033,0.4131622910499573,0.1928052306175232
27034,0.9901859164237976,0.41977936029434204
27035,0.7424933910369873,0.46709340810775757
27036,0.6725367307662964,0.18384671211242676
27037,0.16594380140304565,0.18285703659057617
27038,0.9841781854629517,0.98225998878479
27039,0.48380976915359497,0.11652088165283203
27040,0.9486445188522339,0.8135793805122375
27041,0.9731455445289612,0.3576822876930237
27042,0.9914951324462891,0.4521702527999878
27043,0.520879864692688,0.1990983486175537
27044,0.9944041967391968,0.8957411050796509
27045,0.9759811758995056,0.5109094381332397
27046,0.9653152823448181,0.9029137492179871
27047,0.29781293869018555,0.6029736399650574
27048,0.9259806871414185,0.6678913831710815
27049,0.777072548866272,0.08138865232467651
27050,0.9256784915924072,0.3922666311264038
27051,0.8434929847717285,0.6770867109298706
27052,0.9572906494140625,0.9076324701309204
